S_0,S_1,S_2,I_0,I_1,I_2,R_0,R_1,R_2
0.0,1401.6094815500091,0.4433152221650188,4.357150129812485,4.481592909304032,0.44059377927156435,97397.40716850793,443314.1131670014,249999.11609099852
0.0,1401.6027167273414,0.4433109428719584,3.86437213871534,3.9591118817422357,0.38332086725932135,97397.97359802481,443314.6957740796,249999.17336818983
0.0,1401.5967443840766,0.4433071649039333,3.4270275057614494,3.497509976792376,0.33349293248363465,97398.47596640284,443315.21045862423,249999.22319990257
0.0,1401.5914716806453,0.44330382952630937,3.038920583217376,3.0896980093891946,0.29014218663838603,97398.92147997858,443315.6651349212,249999.2665539838
0.0,1401.5868166543446,0.4433008848865518,2.6945427613602804,2.7294117304893892,0.25242664701515344,97399.3165396544,443316.06679566245,249999.30427246806
0.0,1401.5827069448883,0.4432982852076493,2.388997023062868,2.411115908920147,0.21961378258208597,97399.66683021338,443316.4216191874,249999.33708793216
0.0,1401.5790786693176,0.4432959900761086,2.1179306815107624,2.129919555955951,0.19106628597795547,97399.97739982637,443316.73506425554,249999.36563772388
0.0,1401.5758754287585,0.4432939638134214,1.8774754275875858,1.8815009995096816,0.16622969506350843,97400.25273081497,443317.01195379783,249999.39047634107
0.0,1401.5730474315717,0.44329217492121153,1.6641939047135117,1.6620416647123049,0.14462162359746222,97400.49680262056,443317.25654892775,249999.41208620142
0.0,1401.5705507192506,0.4432905955914192,1.4750321109238593,1.4681675501939087,0.12582239185958444,97400.71314782817,443317.47261434415,249999.43088701248
0.0,1401.568346483024,0.44328920127389565,1.3072770016216322,1.2968975065723773,0.10946687523536203,97400.90490200259,443317.6634761257,249999.4472439234
0.0,1401.5664004605337,0.443287970294675,1.1585187325474404,1.1455975272783734,0.09523741243398563,97401.0748480128,443317.83207280154,249999.4614746172
0.0,1401.564682403201,0.4432868835189823,1.0266170418232616,1.0119403534655724,0.08285763559326018,97401.22545544803,443317.98100048007,249999.4738554808
0.0,1401.5631656060007,0.44328592405373274,0.9096713231158953,0.893869775761323,0.07208710243138593,97401.35891566347,443318.112552726,249999.48462697346
0.0,1401.5618264923257,0.44328507698489217,0.805993989641846,0.7895690872328834,0.0627166261841463,97401.47717293547,443318.22875579685,249999.49399829676
0.0,1401.560644247491,0.44328432914561355,0.7140867714503427,0.6974332052641372,0.05456421261948591,97401.58195215413,443318.3313997782,249999.50215145817
0.0,1401.5596004951733,0.4432836689115412,0.6326196266752295,0.6160440360178037,0.04747152521302507,97401.67478343441,443318.4220660949,249999.5092448058
0.0,1401.5586790117604,0.4432830860200995,0.5604119816915496,0.5441487046482424,0.04130080982677347,97401.75702398588,443318.5021518196,249999.51541610408
0.0,1401.5578654741637,0.4432825714109549,0.496416045756982,0.4806403181814102,0.03593221915843758,97401.8298775435,443318.5728911512,249999.52078520937
0.0,1401.5571472371755,0.44328211708516957,0.43970197313027143,0.4245409666559335,0.03126148499362604,97401.89441162944,443318.63537439256,249999.52545639785
0.0,1401.5565131369112,0.4432817159808576,0.3894446701705846,0.37498670231031067,0.027197893048766665,97401.95157288596,443318.6905647182,249999.5295203909
0.0,1401.555953317276,0.4432813618634085,0.3449120668326408,0.3312142668257072,0.0236625210698761,97402.00220069308,443318.7393129895,249999.533056117
0.0,1401.5554590767624,0.4432810492285723,0.30545469155200133,0.29254936335126935,0.02058670596562837,97402.04703926177,443318.7823708442,249999.53613224474
0.0,1401.5550227331958,0.4432807732168986,0.2704964060055681,0.25839629365579336,0.017910710201770357,97402.08674837167,443318.82040226145,249999.53880851652
0.0,1401.5546375043234,0.4432805295381994,0.23952617185221628,0.22822880162534775,0.015582561554239456,97402.12191290445,443318.85399377963,249999.54113690884
0.0,1401.5542974023929,0.4432803144048612,0.2120907355035555,0.20158198277884978,0.01355704368552652,97402.15305130678,443318.8836635238,249999.54316264184
0.0,1401.5539971410803,0.4432801244729702,0.18778812942113035,0.1780451357836461,0.011794817938299064,97402.1806231024,443318.9098691816,249999.54492505753
0.0,1401.5537320533224,0.4432799567903342,0.16626189954196938,0.15725544636929684,0.010261659288956181,97402.20503555922,443318.9330150492,249999.54645838388
0.0,1401.5534980187724,0.443279808750594,0.14719597834108403,0.13889240677969614,0.008927791621132122,97402.22664960616,443318.95345825725,249999.5477923996
0.0,1401.553291399756,0.44327967805271035,0.13031013187447993,0.12267288516560902,0.007767309408268598,97402.24578508335,443318.9715142701,249999.5489530125
0.0,1401.5531089847293,0.44327956266519736,0.11535591702347889,0.1083467692733862,0.0067576745727066685,97402.26272540049,443318.9874617452,249999.5499627627
0.0,1401.5529479383595,0.4432794607945455,0.10211309218281166,0.09569311758286285,0.005879278748906683,97402.2777216697,443319.0015468252,249999.5508412604
0.0,1401.552805757454,0.4432793708573438,0.09038643089251672,0.08451675882247298,0.005115062448750494,97402.29099637168,443319.0139869305,249999.55160556664
0.0,1401.5526802320533,0.44327929145566813,0.08000289348907957,0.07464528766108401,0.004450183732088599,97402.3027466077,443319.02497410914,249999.55227052476
